_id,created,public,publication_authors,publication_created,publication_doi,publication_done,publication_journal,publication_pmid,publication_skip,publication_title,publication_updated,publication_year,score,updated,uuid,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year
66732d6237ea6fa797a6c33c,2024-06-19T19:11:30.981Z,True,"Daniel Beck, James A. Foster",,10.1371/journal.pone.0087830,,PLOS One,24498380,,Machine Learning Techniques Accurately Classify Microbial Communities by Bacterial Vaginosis Characteristics,,2014,0.95,2024-06-19T19:11:30.981Z,1dcb40c7-3c20-484d-9f45-bcf91cfd4d17,"Daniel Beck, James A. Foster",,PLOS One,,Machine Learning Techniques Accurately Classify Microbial Communities by Bacterial Vaginosis Characteristics,,,"Daniel Beck, James A. Foster",,PLOS One,,Machine Learning Techniques Accurately Classify Microbial Communities by Bacterial Vaginosis Characteristics,,,"Daniel Beck, James A. Foster",,PLOS One,,Machine Learning Techniques Accurately Classify Microbial Communities by Bacterial Vaginosis Characteristics,,,"Daniel Beck, James A. Foster",,PLOS One,,Machine Learning Techniques Accurately Classify Microbial Communities by Bacterial Vaginosis Characteristics,,,"Daniel Beck, James A. Foster",,PLOS One,,Machine Learning Techniques Accurately Classify Microbial Communities by Bacterial Vaginosis Characteristics,,
63516fedb9c880af1f305b73,2022-09-01T15:16:05.444Z,True,"Ekins S, Freundlich JS, Clark AM, Anantpadma M, Davey RA, Madrid P",,10.12688/f1000research.7217.3,0.0,F1000Res,26834994,0.0,Machine learning models identify molecules active against the Ebola virus <i>in vitro</i>.,03/09/2022 11:07:20,2015,0.67,2022-09-01T15:16:05.444Z,874bbd17-26ef-4992-9473-d3a4a22d9280,"Ekins S, Freundlich JS, Clark AM, Anantpadma M, Davey RA, Madrid P",,,,Machine learning models identify molecules active against the Ebola virus <i>in vitro</i>.,03/09/2022 11:07:20,,"Ekins S, Freundlich JS, Clark AM, Anantpadma M, Davey RA, Madrid P",,,,Machine learning models identify molecules active against the Ebola virus <i>in vitro</i>.,03/09/2022 11:07:20,,"Ekins S, Freundlich JS, Clark AM, Anantpadma M, Davey RA, Madrid P",,,,Machine learning models identify molecules active against the Ebola virus <i>in vitro</i>.,03/09/2022 11:07:20,,"Ekins S, Freundlich JS, Clark AM, Anantpadma M, Davey RA, Madrid P",,,,Machine learning models identify molecules active against the Ebola virus <i>in vitro</i>.,03/09/2022 11:07:20,,"Ekins S, Freundlich JS, Clark AM, Anantpadma M, Davey RA, Madrid P",,,,Machine learning models identify molecules active against the Ebola virus <i>in vitro</i>.,03/09/2022 11:07:20,
63516fedb9c880af1f305b7e,2022-09-01T15:16:05.445Z,True,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,10.1152/jn.00840.2014,0.0,J Neurophysiol,25878156,0.0,Classification of pallidal oscillations with increasing parkinsonian severity.,01/24/2022 17:28:42,2015,0.81,2022-09-01T15:16:05.445Z,c3dde50f-83db-4289-96ec-dbfdca27594b,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,J Neurophysiol,,Classification of pallidal oscillations with increasing parkinsonian severity.,01/24/2022 17:28:42,,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,J Neurophysiol,,Classification of pallidal oscillations with increasing parkinsonian severity.,01/24/2022 17:28:42,,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,J Neurophysiol,,Classification of pallidal oscillations with increasing parkinsonian severity.,01/24/2022 17:28:42,,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,J Neurophysiol,,Classification of pallidal oscillations with increasing parkinsonian severity.,01/24/2022 17:28:42,,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,J Neurophysiol,,Classification of pallidal oscillations with increasing parkinsonian severity.,01/24/2022 17:28:42,
63516fedb9c880af1f305b96,2022-09-01T15:16:05.445Z,True,"Giguère S, Laviolette F, Marchand M, Tremblay D, Moineau S, Liang X, Biron É, Corbeil J",,10.1371/journal.pcbi.1004074,0.0,PLoS Comput Biol,25849257,0.0,Machine learning assisted design of highly active peptides for drug discovery.,03/21/2022 11:49:08,2015,0.76,2022-09-01T15:16:05.445Z,1212cc08-554d-44ca-a4b8-1544c008b3ce,"Giguère S, Laviolette F, Marchand M, Tremblay D, Moineau S, Liang X, Biron É, Corbeil J",,PLoS Comput Biol,,Machine learning assisted design of highly active peptides for drug discovery.,03/21/2022 11:49:08,,"Giguère S, Laviolette F, Marchand M, Tremblay D, Moineau S, Liang X, Biron É, Corbeil J",,PLoS Comput Biol,,Machine learning assisted design of highly active peptides for drug discovery.,03/21/2022 11:49:08,,"Giguère S, Laviolette F, Marchand M, Tremblay D, Moineau S, Liang X, Biron É, Corbeil J",,PLoS Comput Biol,,Machine learning assisted design of highly active peptides for drug discovery.,03/21/2022 11:49:08,,"Giguère S, Laviolette F, Marchand M, Tremblay D, Moineau S, Liang X, Biron É, Corbeil J",,PLoS Comput Biol,,Machine learning assisted design of highly active peptides for drug discovery.,03/21/2022 11:49:08,,"Giguère S, Laviolette F, Marchand M, Tremblay D, Moineau S, Liang X, Biron É, Corbeil J",,PLoS Comput Biol,,Machine learning assisted design of highly active peptides for drug discovery.,03/21/2022 11:49:08,
63516fedb9c880af1f305b97,2022-09-01T15:16:05.445Z,True,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,10.1155/2015/141363,0.0,Comput Math Methods Med,26495028,0.0,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/29/2022 21:41:26,2015,0.62,2022-09-01T15:16:05.445Z,cfb3eddf-4a2d-4640-9d9e-8650193f3286,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/29/2022 21:41:26,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/29/2022 21:41:26,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/29/2022 21:41:26,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/29/2022 21:41:26,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/29/2022 21:41:26,
63516fedb9c880af1f305b9c,2022-09-01T15:16:05.445Z,True,"Zheng B, Liu J, Gu J, Lu Y, Zhang W, Li M, Lu H",,10.1002/ijc.29172,0.0,Int J Cancer,25175491,0.0,A three-gene panel that distinguishes benign from malignant thyroid nodules.,05/20/2022 17:45:46,2015,0.43,2022-09-01T15:16:05.445Z,b96ff1c7-58ce-47a8-8d72-140992f72b1c,"Zheng B, Liu J, Gu J, Lu Y, Zhang W, Li M, Lu H",,Int J Cancer,,A three-gene panel that distinguishes benign from malignant thyroid nodules.,05/20/2022 17:45:46,,"Zheng B, Liu J, Gu J, Lu Y, Zhang W, Li M, Lu H",,Int J Cancer,,A three-gene panel that distinguishes benign from malignant thyroid nodules.,05/20/2022 17:45:46,,"Zheng B, Liu J, Gu J, Lu Y, Zhang W, Li M, Lu H",,Int J Cancer,,A three-gene panel that distinguishes benign from malignant thyroid nodules.,05/20/2022 17:45:46,,"Zheng B, Liu J, Gu J, Lu Y, Zhang W, Li M, Lu H",,Int J Cancer,,A three-gene panel that distinguishes benign from malignant thyroid nodules.,05/20/2022 17:45:46,,"Zheng B, Liu J, Gu J, Lu Y, Zhang W, Li M, Lu H",,Int J Cancer,,A three-gene panel that distinguishes benign from malignant thyroid nodules.,05/20/2022 17:45:46,
63516fedb9c880af1f305b9e,2022-09-01T15:16:05.445Z,True,"Blondel M, Onogi A, Iwata H, Ueda N",,10.1371/journal.pone.0128570,0.0,PLoS One,26068103,0.0,A Ranking Approach to Genomic Selection.,03/06/2022 17:08:06,2015,0.76,2022-09-01T15:16:05.445Z,e92f4f40-8f6b-4688-9bf5-24409e3eb9bb,"Blondel M, Onogi A, Iwata H, Ueda N",,PLoS One,,A Ranking Approach to Genomic Selection.,03/06/2022 17:08:06,,"Blondel M, Onogi A, Iwata H, Ueda N",,PLoS One,,A Ranking Approach to Genomic Selection.,03/06/2022 17:08:06,,"Blondel M, Onogi A, Iwata H, Ueda N",,PLoS One,,A Ranking Approach to Genomic Selection.,03/06/2022 17:08:06,,"Blondel M, Onogi A, Iwata H, Ueda N",,PLoS One,,A Ranking Approach to Genomic Selection.,03/06/2022 17:08:06,,"Blondel M, Onogi A, Iwata H, Ueda N",,PLoS One,,A Ranking Approach to Genomic Selection.,03/06/2022 17:08:06,
63516fedb9c880af1f305b9f,2022-09-01T15:16:05.445Z,True,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,10.1155/2015/141363,0.0,Comput Math Methods Med,26495028,0.0,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/08/2022 10:53:29,2015,0.76,2022-09-01T15:16:05.445Z,432f82cf-b140-411c-917b-b6c655b11e1f,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/08/2022 10:53:29,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/08/2022 10:53:29,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/08/2022 10:53:29,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/08/2022 10:53:29,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,03/08/2022 10:53:29,
63516fedb9c880af1f305ba0,2022-09-01T15:16:05.446Z,True,"Søndergaard D, Pedersen CN",,10.1371/journal.pone.0139571,0.0,PLoS One,26422234,0.0,PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.,03/09/2022 10:11:09,2015,0.33,2022-09-01T15:16:05.446Z,d6ffe3b1-8da7-40dd-ae1e-a31ebb7c757c,"Søndergaard D, Pedersen CN",,PLoS One,,PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.,03/09/2022 10:11:09,,"Søndergaard D, Pedersen CN",,PLoS One,,PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.,03/09/2022 10:11:09,,"Søndergaard D, Pedersen CN",,PLoS One,,PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.,03/09/2022 10:11:09,,"Søndergaard D, Pedersen CN",,PLoS One,,PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.,03/09/2022 10:11:09,,"Søndergaard D, Pedersen CN",,PLoS One,,PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.,03/09/2022 10:11:09,
63516fedb9c880af1f305ba8,2022-09-01T15:16:05.446Z,True,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,10.1155/2015/141363,0.0,Comput Math Methods Med,26495028,0.0,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,02/08/2022 15:10:18,2015,0.38,2022-09-01T15:16:05.446Z,0f4944df-a1cc-4bf4-a6da-bb1ce13b71df,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,02/08/2022 15:10:18,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,02/08/2022 15:10:18,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,02/08/2022 15:10:18,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,02/08/2022 15:10:18,,"Rodríguez-Escobedo JG, García-Sepúlveda CA, Cuevas-Tello JC",,Comput Math Methods Med,,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,02/08/2022 15:10:18,
63516fedb9c880af1f305ba9,2022-09-01T15:16:05.446Z,True,"Engchuan W, Dhindsa K, Lionel AC, Scherer SW, Chan JH, Merico D",,10.1186/1755-8794-8-S1-S7,0.0,BMC Med Genomics,25783485,0.0,Performance of case-control rare copy number variation annotation in classification of autism.,02/28/2022 13:11:53,2015,0.67,2022-09-01T15:16:05.446Z,35b090fd-315b-4d28-93d7-b2c94ae39deb,"Engchuan W, Dhindsa K, Lionel AC, Scherer SW, Chan JH, Merico D",,BMC Med Genomics,,Performance of case-control rare copy number variation annotation in classification of autism.,02/28/2022 13:11:53,,"Engchuan W, Dhindsa K, Lionel AC, Scherer SW, Chan JH, Merico D",,BMC Med Genomics,,Performance of case-control rare copy number variation annotation in classification of autism.,02/28/2022 13:11:53,,"Engchuan W, Dhindsa K, Lionel AC, Scherer SW, Chan JH, Merico D",,BMC Med Genomics,,Performance of case-control rare copy number variation annotation in classification of autism.,02/28/2022 13:11:53,,"Engchuan W, Dhindsa K, Lionel AC, Scherer SW, Chan JH, Merico D",,BMC Med Genomics,,Performance of case-control rare copy number variation annotation in classification of autism.,02/28/2022 13:11:53,,"Engchuan W, Dhindsa K, Lionel AC, Scherer SW, Chan JH, Merico D",,BMC Med Genomics,,Performance of case-control rare copy number variation annotation in classification of autism.,02/28/2022 13:11:53,
63516fedb9c880af1f305baa,2022-09-01T15:16:05.446Z,True,"Jorda J, Liu Y, Bobik TA, Yeates TO",,10.1371/journal.pcbi.1004067,0.0,PLoS Comput Biol,25646976,0.0,Exploring bacterial organelle interactomes: a model of the protein-protein interaction network in the Pdu microcompartment.,03/03/2022 14:47:08,2015,0.95,2022-09-01T15:16:05.446Z,6fbdbce3-56b4-4ceb-853f-9b5c4604cd2c,"Jorda J, Liu Y, Bobik TA, Yeates TO",,PLoS Comput Biol,,Exploring bacterial organelle interactomes: a model of the protein-protein interaction network in the Pdu microcompartment.,03/03/2022 14:47:08,,"Jorda J, Liu Y, Bobik TA, Yeates TO",,PLoS Comput Biol,,Exploring bacterial organelle interactomes: a model of the protein-protein interaction network in the Pdu microcompartment.,03/03/2022 14:47:08,,"Jorda J, Liu Y, Bobik TA, Yeates TO",,PLoS Comput Biol,,Exploring bacterial organelle interactomes: a model of the protein-protein interaction network in the Pdu microcompartment.,03/03/2022 14:47:08,,"Jorda J, Liu Y, Bobik TA, Yeates TO",,PLoS Comput Biol,,Exploring bacterial organelle interactomes: a model of the protein-protein interaction network in the Pdu microcompartment.,03/03/2022 14:47:08,,"Jorda J, Liu Y, Bobik TA, Yeates TO",,PLoS Comput Biol,,Exploring bacterial organelle interactomes: a model of the protein-protein interaction network in the Pdu microcompartment.,03/03/2022 14:47:08,
63516fedb9c880af1f305bae,2022-09-01T15:16:05.446Z,True,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,10.1152/jn.00840.2014,0.0,J Neurophysiol,25878156,0.0,Classification of pallidal oscillations with increasing parkinsonian severity.,01/21/2022 17:00:14,2015,0.62,2022-09-01T15:16:05.446Z,868e7e5a-159e-47dc-9571-2700b8d3541b,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,J Neurophysiol,,Classification of pallidal oscillations with increasing parkinsonian severity.,01/21/2022 17:00:14,,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,J Neurophysiol,,Classification of pallidal oscillations with increasing parkinsonian severity.,01/21/2022 17:00:14,,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,J Neurophysiol,,Classification of pallidal oscillations with increasing parkinsonian severity.,01/21/2022 17:00:14,,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,J Neurophysiol,,Classification of pallidal oscillations with increasing parkinsonian severity.,01/21/2022 17:00:14,,"Connolly AT, Jensen AL, Baker KB, Vitek JL, Johnson MD",,J Neurophysiol,,Classification of pallidal oscillations with increasing parkinsonian severity.,01/21/2022 17:00:14,
63516fedb9c880af1f305b5e,2022-09-01T15:16:05.444Z,True,"Wang MY, Li P, Qiao PL",,10.1155/2016/4809831,0.0,Comput Math Methods Med,27127534,0.0,The Virtual Screening of the Drug Protein with a Few Crystal Structures Based on the Adaboost-SVM.,03/30/2022 16:22:15,2016,0.67,2022-09-01T15:16:05.444Z,10e71e8f-f4e5-4904-9a7b-9428370d1e99,"Wang MY, Li P, Qiao PL",,Comput Math Methods Med,,The Virtual Screening of the Drug Protein with a Few Crystal Structures Based on the Adaboost-SVM.,03/30/2022 16:22:15,,"Wang MY, Li P, Qiao PL",,Comput Math Methods Med,,The Virtual Screening of the Drug Protein with a Few Crystal Structures Based on the Adaboost-SVM.,03/30/2022 16:22:15,,"Wang MY, Li P, Qiao PL",,Comput Math Methods Med,,The Virtual Screening of the Drug Protein with a Few Crystal Structures Based on the Adaboost-SVM.,03/30/2022 16:22:15,,"Wang MY, Li P, Qiao PL",,Comput Math Methods Med,,The Virtual Screening of the Drug Protein with a Few Crystal Structures Based on the Adaboost-SVM.,03/30/2022 16:22:15,,"Wang MY, Li P, Qiao PL",,Comput Math Methods Med,,The Virtual Screening of the Drug Protein with a Few Crystal Structures Based on the Adaboost-SVM.,03/30/2022 16:22:15,
63516fedb9c880af1f305b5f,2022-09-01T15:16:05.444Z,True,"Cho H, Berger B, Peng J",,10.1371/journal.pone.0150611,0.0,PLoS One,26930205,0.0,Reconstructing Causal Biological Networks through Active Learning.,06/23/2022 04:51:07,2016,0.57,2022-09-01T15:16:05.444Z,55301cf1-e2b8-4e59-86d5-6502872104d6,"Cho H, Berger B, Peng J",,PLoS One,,Reconstructing Causal Biological Networks through Active Learning.,06/23/2022 04:51:07,,"Cho H, Berger B, Peng J",,PLoS One,,Reconstructing Causal Biological Networks through Active Learning.,06/23/2022 04:51:07,,"Cho H, Berger B, Peng J",,PLoS One,,Reconstructing Causal Biological Networks through Active Learning.,06/23/2022 04:51:07,,"Cho H, Berger B, Peng J",,PLoS One,,Reconstructing Causal Biological Networks through Active Learning.,06/23/2022 04:51:07,,"Cho H, Berger B, Peng J",,PLoS One,,Reconstructing Causal Biological Networks through Active Learning.,06/23/2022 04:51:07,
